fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
547,https://www2.assemblee-nationale.fr/sycomore/fiche/547,Marc Bécam,9 octobre 1931,Saint-martin-des-champs,Finistère,21 avril 2021,Quimper,Finistère,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Finistère,,Rassemblement pour la République,,FALSE,,
553,https://www2.assemblee-nationale.fr/sycomore/fiche/553,Mohamed Bechir-Sow,27 novembre 1907,Fort-lamy,Tchad,4 avril 1976,N'djamena,Tchad,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Tchad,,Rassemblement du peuple français,RPF,TRUE,,
557,https://www2.assemblee-nationale.fr/sycomore/fiche/557,Georges Becker,7 février 1905,Belfort,Territoire,10 septembre 1994,Montbéliard,Doubs,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Doubs,,Union pour la nouvelle République,UNR,TRUE,,
557,https://www2.assemblee-nationale.fr/sycomore/fiche/557,Georges Becker,7 février 1905,Belfort,Territoire,10 septembre 1994,Montbéliard,Doubs,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Doubs,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
561,https://www2.assemblee-nationale.fr/sycomore/fiche/561,Paul Bécue,10 novembre 1904,Sebourg,Nord,19 juillet 1980,Eth,Nord,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Nord,,Union pour la nouvelle République,UNR,TRUE,,
561,https://www2.assemblee-nationale.fr/sycomore/fiche/561,Paul Bécue,10 novembre 1904,Sebourg,Nord,19 juillet 1980,Eth,Nord,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Nord,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
572,https://www2.assemblee-nationale.fr/sycomore/fiche/572,Camille Bégué,30 novembre 1906,Pessoulens,Gers,26 mars 1993,Montauban,Tarn,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Tarn-et-Garonne,,Union pour la nouvelle République,UNR,TRUE,,
573,https://www2.assemblee-nationale.fr/sycomore/fiche/573,Guy Bégué,11 février 1932,Angoulême,Charente,,,,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Lot-et-Garonne,,Union des démocrates pour la République,UDR,TRUE,,
579,https://www2.assemblee-nationale.fr/sycomore/fiche/579,Slimane Belabed,12 décembre 1910,Bedeau,Algérie,25 janvier 1999,Vichy,Allier,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Union pour la nouvelle République,UNR,TRUE,,
582,https://www2.assemblee-nationale.fr/sycomore/fiche/582,Henri Belcour,11 septembre 1926,Ussel,Corrèze,19 novembre 2003,Ussel,Corrèze,Cinquième République - Assemblée nationale,IIIe législature,8 mai 1967,30 mai 1968,Corrèze,,Union démocratique pour la V° République,UD-Ve,TRUE,,
582,https://www2.assemblee-nationale.fr/sycomore/fiche/582,Henri Belcour,11 septembre 1926,Ussel,Corrèze,19 novembre 2003,Ussel,Corrèze,Cinquième République - Assemblée nationale,IVe législature,13 août 1968,1 avril 1973,Corrèze,,Union des démocrates pour la République,UDR,TRUE,,
582,https://www2.assemblee-nationale.fr/sycomore/fiche/582,Henri Belcour,11 septembre 1926,Ussel,Corrèze,19 novembre 2003,Ussel,Corrèze,Cinquième République - Assemblée nationale,Ve législature,8 mai 1973,13 novembre 1976,Corrèze,,Union des démocrates pour la République,UDR,TRUE,,
588,https://www2.assemblee-nationale.fr/sycomore/fiche/588,"Paul, Marie, Emile Bellec",14 août 1914,Saint-malo,Ille,16 octobre 2001,Saint-malo,Ille,Cinquième République - Assemblée nationale,Ire législature,3 juin 1961,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Oise,,Rassemblement des gauches républicaines et du centre républicain,,FALSE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Oise,,Union pour la nouvelle République,UNR,TRUE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,18 novembre 1962,2 avril 1967,Oise,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,30 mai 1968,Oise,,Union démocratique pour la V° République,UD-Ve,TRUE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Oise,,Union des démocrates pour la République,UDR,TRUE,,
603,https://www2.assemblee-nationale.fr/sycomore/fiche/603,"François, Claude, Eléonor Bénard",28 janvier 1903,Feuquières,Oise,1 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,1 mars 1978,Oise,,Union centriste,,FALSE,,
604,https://www2.assemblee-nationale.fr/sycomore/fiche/604,Mario Bénard,10 août 1932,Paris,Seine,28 mai 1991,Crest,Drôme,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Var,,Union des démocrates pour la République,UDR,TRUE,,
604,https://www2.assemblee-nationale.fr/sycomore/fiche/604,Mario Bénard,10 août 1932,Paris,Seine,28 mai 1991,Crest,Drôme,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Var,,Union des démocrates pour la République,UDR,TRUE,,
615,https://www2.assemblee-nationale.fr/sycomore/fiche/615,"Mohamed, Salah Bendjelloul",8 décembre 1893,Constantine,Algérie,1 mai 1985,,Lieu de décès inconnu,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,21 octobre 1945,10 juin 1946,Anciens départements d'Algérie,,Musulman algérien,,FALSE,,
615,https://www2.assemblee-nationale.fr/sycomore/fiche/615,"Mohamed, Salah Bendjelloul",8 décembre 1893,Constantine,Algérie,1 mai 1985,,Lieu de décès inconnu,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Anciens départements d'Algérie,,Rassemblement du peuple français - ARS,RPF,TRUE,,
624,https://www2.assemblee-nationale.fr/sycomore/fiche/624,Khelil Benhalla,1 janvier 1911,El maïn,Algérie,3 janvier 1996,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Union pour la nouvelle République,UNR,TRUE,,
627,https://www2.assemblee-nationale.fr/sycomore/fiche/627,Michel Cotton de Bennetot,5 septembre 1927,Bordeaux,Gironde,3 février 2011,Biarritz,Pyrénées,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Finistère,,Union des démocrates pour la République,UDR,TRUE,,
627,https://www2.assemblee-nationale.fr/sycomore/fiche/627,Michel Cotton de Bennetot,5 septembre 1927,Bordeaux,Gironde,3 février 2011,Biarritz,Pyrénées,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Finistère,,Union des démocrates pour la République,UDR,TRUE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,5 juillet 1951,1 décembre 1955,Ille-et-Vilaine,,Rassemblement du peuple français,RPF,TRUE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,9 octobre 1962,Ille-et-Vilaine,,Union pour la nouvelle République,UNR,TRUE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,14 juin 1970,1 avril 1973,Paris,,Union des démocrates pour la République,UDR,TRUE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Paris,,Union des démocrates pour la République,UDR,TRUE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Paris,,Rassemblement pour la République,,FALSE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,4 décembre 1981,Paris,,Rassemblement pour la République,,FALSE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,VIIe législature,18 janvier 1982,1 avril 1986,Paris,,Rassemblement pour la République,,FALSE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Paris,,Rassemblement pour la République,,FALSE,,
638,https://www2.assemblee-nationale.fr/sycomore/fiche/638,"Pierre, Emile Guillain de Bénouville",8 août 1914,Amsterdam,Pays,5 décembre 2001,Paris,Paris,Cinquième République - Assemblée nationale,IXe législature,13 juin 1988,1 avril 1993,Paris,,Rassemblement pour la République,,FALSE,,
649,https://www2.assemblee-nationale.fr/sycomore/fiche/649,Jacques Bérard,7 juin 1929,Bédarrides,Vaucluse,1 juin 2014,Villeneuve-lez-avignon,Gard,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Vaucluse,,Union pour la nouvelle République,UNR,TRUE,,
649,https://www2.assemblee-nationale.fr/sycomore/fiche/649,Jacques Bérard,7 juin 1929,Bédarrides,Vaucluse,1 juin 2014,Villeneuve-lez-avignon,Gard,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Vaucluse,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
649,https://www2.assemblee-nationale.fr/sycomore/fiche/649,Jacques Bérard,7 juin 1929,Bédarrides,Vaucluse,1 juin 2014,Villeneuve-lez-avignon,Gard,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Vaucluse,,Union des démocrates pour la République,UDR,TRUE,,
649,https://www2.assemblee-nationale.fr/sycomore/fiche/649,Jacques Bérard,7 juin 1929,Bédarrides,Vaucluse,1 juin 2014,Villeneuve-lez-avignon,Gard,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Vaucluse,,Union des démocrates pour la République,UDR,TRUE,,
652,https://www2.assemblee-nationale.fr/sycomore/fiche/652,Marcel Béraud,27 octobre 1915,Lyon,Rhône,9 novembre 1994,Berck-sur-mer,Pas,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Pas-de-Calais,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
652,https://www2.assemblee-nationale.fr/sycomore/fiche/652,Marcel Béraud,27 octobre 1915,Lyon,Rhône,9 novembre 1994,Berck-sur-mer,Pas,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Pas-de-Calais,,Union démocratique pour la V° République,UD-Ve,TRUE,,
652,https://www2.assemblee-nationale.fr/sycomore/fiche/652,Marcel Béraud,27 octobre 1915,Lyon,Rhône,9 novembre 1994,Berck-sur-mer,Pas,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Pas-de-Calais,,Union des démocrates pour la République,UDR,TRUE,,
652,https://www2.assemblee-nationale.fr/sycomore/fiche/652,Marcel Béraud,27 octobre 1915,Lyon,Rhône,9 novembre 1994,Berck-sur-mer,Pas,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Pas-de-Calais,,Union des démocrates pour la République,UDR,TRUE,,
653,https://www2.assemblee-nationale.fr/sycomore/fiche/653,Charles Béraudier,18 février 1920,Bourg-en-bresse,Ain,16 octobre 1988,Lyon,Haut,Cinquième République - Assemblée nationale,Ire législature,9 février 1959,9 octobre 1962,Rhône,,Union pour la nouvelle République,UNR,TRUE,,
660,https://www2.assemblee-nationale.fr/sycomore/fiche/660,"Henry, Alexandre, Emmanuel, Marie Bergasse",26 septembre 1894,Marseille,Bouches,28 mars 1977,Marseille,Bouches,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,2 juin 1946,27 novembre 1946,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Parti républicain de la liberté,,FALSE,,
660,https://www2.assemblee-nationale.fr/sycomore/fiche/660,"Henry, Alexandre, Emmanuel, Marie Bergasse",26 septembre 1894,Marseille,Bouches,28 mars 1977,Marseille,Bouches,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Parti républicain de la liberté,,FALSE,,
660,https://www2.assemblee-nationale.fr/sycomore/fiche/660,"Henry, Alexandre, Emmanuel, Marie Bergasse",26 septembre 1894,Marseille,Bouches,28 mars 1977,Marseille,Bouches,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Rassemblement du peuple français - ARS,RPF,TRUE,,
660,https://www2.assemblee-nationale.fr/sycomore/fiche/660,"Henry, Alexandre, Emmanuel, Marie Bergasse",26 septembre 1894,Marseille,Bouches,28 mars 1977,Marseille,Bouches,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Indépendants et paysans d'action sociale,,FALSE,,
660,https://www2.assemblee-nationale.fr/sycomore/fiche/660,"Henry, Alexandre, Emmanuel, Marie Bergasse",26 septembre 1894,Marseille,Bouches,28 mars 1977,Marseille,Bouches,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Bouches-du-Rhône,1e circonscription de Marseille | 1ère circonscription de Marseille,Indépendants et paysans d'action sociale,,FALSE,,
666,https://www2.assemblee-nationale.fr/sycomore/fiche/666,Henry Berger,21 avril 1920,Rivière-les-fosses,Marne,25 avril 1996,Dijon,Côte,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Côte-d'Or,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
666,https://www2.assemblee-nationale.fr/sycomore/fiche/666,Henry Berger,21 avril 1920,Rivière-les-fosses,Marne,25 avril 1996,Dijon,Côte,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Côte-d'Or,,Union démocratique pour la V° République,UD-Ve,TRUE,,
666,https://www2.assemblee-nationale.fr/sycomore/fiche/666,Henry Berger,21 avril 1920,Rivière-les-fosses,Marne,25 avril 1996,Dijon,Côte,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Côte-d'Or,,Union des démocrates pour la République,UDR,TRUE,,
666,https://www2.assemblee-nationale.fr/sycomore/fiche/666,Henry Berger,21 avril 1920,Rivière-les-fosses,Marne,25 avril 1996,Dijon,Côte,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Côte-d'Or,,Union des démocrates pour la République,UDR,TRUE,,
666,https://www2.assemblee-nationale.fr/sycomore/fiche/666,Henry Berger,21 avril 1920,Rivière-les-fosses,Marne,25 avril 1996,Dijon,Côte,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Côte-d'Or,,Rassemblement pour la République,,FALSE,,
692,https://www2.assemblee-nationale.fr/sycomore/fiche/692,"Michel, Victor, Constant Bernard",23 juillet 1921,Evreux,Eure,16 décembre 1999,Suresnes,Hauts,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine-et-Oise,,Rassemblement du peuple français,RPF,TRUE,,
703,https://www2.assemblee-nationale.fr/sycomore/fiche/703,Jean Bernasconi,23 mai 1927,Noisy-le-sec,,15 juillet 1995,Garches,Hauts,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Union pour la nouvelle République,UNR,TRUE,,
703,https://www2.assemblee-nationale.fr/sycomore/fiche/703,Jean Bernasconi,23 mai 1927,Noisy-le-sec,,15 juillet 1995,Garches,Hauts,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Paris,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
703,https://www2.assemblee-nationale.fr/sycomore/fiche/703,Jean Bernasconi,23 mai 1927,Noisy-le-sec,,15 juillet 1995,Garches,Hauts,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Paris,,Union des démocrates pour la République,UDR,TRUE,,
